,id_cliente,Churn,cliente.genero,cliente.idoso,cliente.parceiro,cliente.dependentes,cliente.tempo_servico,telefone.servico_telefone,telefone.varias_linhas,internet.servico_internet,internet.seguranca_online,internet.backup_online,internet.protecao_dispositivo,internet.suporte_tecnico,internet.tv_streaming,internet.filmes_streaming,conta.contrato,conta.faturamente_eletronico,conta.metodo_pagamento,conta.cobranca.mensal,conta.cobranca.Total
147,0247-SLUJI,nao,masculino,0,sim,sim,1.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,19.7,19.7
148,0248-IPDFW,nao,feminino,0,nao,nao,1.0,sim,sim,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,50.1,50.1
149,0248-PGHBZ,nao,feminino,1,nao,nao,67.0,sim,nao,fibra otica,sim,sim,nao,sim,sim,nao,dois anos,sim,transferencia bancaria (automatica),92.45,6140.85
150,0253-ZTEOB,nao,feminino,0,sim,sim,48.0,sim,sim,DSL,nao,sim,nao,sim,sim,sim,dois anos,nao,cheque eletronico,79.65,3870.3
151,0254-FNMCI,nao,feminino,0,nao,nao,72.0,sim,nao,fibra otica,sim,sim,sim,sim,sim,sim,dois anos,sim,cheque eletronico,109.9,7624.2
152,0254-KCJGT,nao,masculino,0,sim,nao,52.0,sim,sim,DSL,sim,sim,sim,sim,nao,sim,um ano,sim,cartao de credito (automatico),81.4,4354.45
153,0254-WWRKD,nao,feminino,0,sim,sim,67.0,sim,nao,DSL,nao,sim,nao,nao,nao,nao,um ano,nao,cartao de credito (automatico),50.55,3431.75
154,0256-LTHVJ,sim,feminino,0,sim,sim,28.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,81.05,2227.1
155,0257-KXZGU,nao,feminino,0,sim,sim,32.0,sim,sim,DSL,nao,sim,sim,nao,nao,nao,mes a mes,nao,transferencia bancaria (automatica),62.45,2045.55
156,0257-ZESQC,sim,feminino,1,sim,nao,27.0,sim,nao,fibra otica,sim,nao,nao,nao,nao,nao,mes a mes,sim,transferencia bancaria (automatica),75.2,1929.35
157,0258-naoKBL,nao,masculino,0,nao,nao,3.0,sim,nao,fibra otica,nao,sim,sim,nao,nao,sim,mes a mes,nao,cheque eletronico,90.4,268.45
158,0259-GBZSH,sim,masculino,0,nao,nao,2.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,85.65,181.5
159,0260-ZDLGK,sim,feminino,0,nao,sim,9.0,sim,nao,DSL,nao,nao,sim,sim,sim,sim,mes a mes,sim,cheque pelo correio,72.9,651.4
160,0263-FJTQO,nao,masculino,0,sim,sim,50.0,sim,sim,DSL,sim,nao,nao,sim,sim,nao,dois anos,sim,cartao de credito (automatico),70.5,3486.65
161,0264-CNITK,nao,feminino,0,sim,sim,71.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),20.1,1389.6
162,0265-EDXBD,sim,masculino,1,sim,nao,32.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,74.9,2303.35
163,0265-PSUAE,nao,feminino,0,sim,sim,16.0,sim,nao,fibra otica,sim,nao,sim,nao,sim,sim,mes a mes,nao,transferencia bancaria (automatica),100.7,1522.7
164,0266-CLZKZ,nao,feminino,0,sim,sim,67.0,sim,sim,fibra otica,nao,nao,sim,sim,sim,sim,dois anos,sim,transferencia bancaria (automatica),105.65,6717.9
165,0266-GMEAO,nao,masculino,0,sim,sim,72.0,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,dois anos,sim,cartao de credito (automatico),114.3,8058.55
166,0268-QKIWO,sim,feminino,0,nao,nao,3.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque eletronico,19.75,58.85
167,0269-XFESX,nao,masculino,0,sim,sim,23.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cheque pelo correio,24.35,538.5
168,0270-THENM,nao,masculino,0,sim,sim,72.0,sim,sim,DSL,sim,sim,sim,sim,nao,nao,dois anos,nao,transferencia bancaria (automatica),69.85,5102.35
169,0274-JKUJR,nao,masculino,0,sim,sim,7.0,nao,sem servico de telefone,DSL,sim,sim,sim,nao,sim,sim,mes a mes,nao,cheque pelo correio,58.85,465.7
170,0277-BKSQP,nao,masculino,0,sim,sim,8.0,sim,nao,DSL,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,54.4,475.1
171,0277-ORXQS,nao,masculino,0,sim,sim,66.0,nao,sem servico de telefone,DSL,nao,nao,nao,sim,sim,sim,dois anos,nao,transferencia bancaria (automatica),50.55,3364.55
172,0278-YXOOG,sim,masculino,0,nao,nao,5.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,21.05,113.85
173,0280-XJGEX,sim,masculino,0,nao,nao,49.0,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,mes a mes,sim,transferencia bancaria (automatica),103.7,5036.3
174,0281-CNTZX,nao,masculino,0,sim,nao,63.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,transferencia bancaria (automatica),19.95,1234.8
175,0282-NVSJS,nao,feminino,1,sim,sim,13.0,nao,sem servico de telefone,DSL,nao,nao,nao,sim,nao,nao,mes a mes,sim,cheque pelo correio,29.3,355.9
176,0285-INHLN,nao,masculino,0,sim,sim,27.0,sim,nao,DSL,sim,sim,nao,nao,nao,nao,mes a mes,sim,cartao de credito (automatico),54.75,1510.3
177,0289-IVARM,nao,feminino,0,nao,nao,35.0,sim,nao,DSL,sim,sim,sim,nao,nao,nao,mes a mes,nao,cheque eletronico,60.55,1982.6
178,0292-WEGCH,nao,feminino,0,sim,sim,54.0,sim,sim,DSL,nao,sim,sim,sim,sim,sim,mes a mes,sim,cheque eletronico,86.2,4524.05
179,0295-PPHDO,sim,masculino,0,nao,nao,1.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,95.45,95.45
180,0295-QVKPB,nao,masculino,0,nao,nao,5.0,sim,nao,DSL,nao,nao,sim,sim,sim,nao,mes a mes,sim,cartao de credito (automatico),63.95,318.1
181,0297-RBCSG,nao,masculino,0,nao,nao,19.0,sim,nao,DSL,nao,sim,nao,sim,nao,sim,um ano,sim,transferencia bancaria (automatica),65.35,1231.85
182,0298-XACET,nao,masculino,0,sim,sim,52.0,nao,sem servico de telefone,DSL,nao,sim,sim,sim,sim,nao,dois anos,nao,cheque pelo correio,50.2,2554.0
183,0301-FIDRB,nao,feminino,0,sim,sim,72.0,nao,sem servico de telefone,DSL,sim,sim,sim,sim,sim,sim,dois anos,sim,transferencia bancaria (automatica),63.8,4684.3
184,0301-KOBTQ,nao,masculino,0,nao,nao,32.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,transferencia bancaria (automatica),20.05,614.45
185,0302-JOIVN,sim,feminino,0,sim,nao,8.0,sim,nao,fibra otica,nao,sim,sim,nao,sim,sim,mes a mes,nao,cheque eletronico,101.15,842.9
186,0303-UNCIP,nao,masculino,0,nao,nao,41.0,sim,sim,DSL,nao,nao,sim,nao,nao,sim,um ano,nao,cheque pelo correio,65.0,2531.8
187,0303-WMMRN,nao,masculino,0,nao,nao,5.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,sim,cheque pelo correio,19.25,86.05
188,0305-SQECB,nao,feminino,0,nao,sim,11.0,nao,sem servico de telefone,DSL,sim,nao,nao,sim,nao,nao,um ano,sim,cheque pelo correio,36.05,402.6
189,0306-JAELE,sim,masculino,0,nao,nao,5.0,sim,nao,fibra otica,nao,nao,nao,sim,sim,sim,mes a mes,sim,cheque eletronico,96.1,453.4
190,0307-BCOPK,nao,feminino,0,nao,nao,16.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,um ano,nao,cheque pelo correio,19.05,326.65
191,0308-GIQJT,nao,masculino,1,nao,nao,71.0,sim,sim,fibra otica,nao,sim,nao,sim,sim,sim,um ano,nao,transferencia bancaria (automatica),105.75,7382.85
192,0308-IVGOK,nao,feminino,0,nao,nao,11.0,nao,sem servico de telefone,DSL,nao,sim,sim,sim,nao,nao,um ano,sim,cartao de credito (automatico),40.4,422.6
193,0310-MVLET,sim,feminino,0,sim,sim,61.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,99.15,6010.05
194,0310-SUCIN,nao,feminino,0,sim,nao,71.0,sim,nao,DSL,sim,sim,sim,sim,sim,sim,um ano,sim,transferencia bancaria (automatica),84.8,6046.1
195,0310-VQXAM,nao,masculino,0,nao,nao,9.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,19.85,178.8
196,0311-QYWSS,nao,feminino,0,nao,nao,6.0,sim,nao,DSL,sim,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,49.45,314.6
197,0311-UNPFF,sim,feminino,0,nao,nao,26.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,transferencia bancaria (automatica),88.8,2274.35
198,0314-TKOSI,nao,feminino,0,nao,nao,6.0,sim,nao,DSL,sim,sim,nao,nao,nao,nao,mes a mes,nao,cheque pelo correio,55.15,322.9
199,0315-LVCRK,nao,masculino,0,nao,nao,11.0,sim,nao,fibra otica,nao,nao,sim,nao,nao,sim,mes a mes,nao,cheque eletronico,84.8,888.75
200,0318-QUUOB,sim,masculino,0,sim,nao,1.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,80.55,80.55
201,0318-ZOPWS,nao,feminino,0,sim,nao,49.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,transferencia bancaria (automatica),20.15,973.35
202,0319-QZTCO,nao,feminino,0,sim,sim,3.0,sim,nao,DSL,nao,sim,nao,nao,sim,nao,mes a mes,sim,cartao de credito (automatico),58.7,168.6
203,0320-DWVTU,nao,feminino,0,nao,nao,53.0,sim,nao,fibra otica,sim,sim,sim,sim,nao,sim,dois anos,nao,cheque pelo correio,99.5,5424.25
204,0320-JDNQG,sim,masculino,0,sim,sim,23.0,sim,nao,fibra otica,sim,nao,nao,sim,sim,sim,mes a mes,sim,cheque eletronico,99.85,2331.3
205,0322-CHQRU,sim,masculino,0,nao,nao,2.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,45.35,89.5
206,0322-YINQP,sim,masculino,0,nao,nao,1.0,sim,nao,DSL,sim,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,48.55,48.55
207,0323-XWWTN,nao,masculino,0,nao,sim,3.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,cheque pelo correio,26.4,121.25
208,0324-BRPCJ,sim,feminino,1,sim,nao,68.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,100.2,6851.65
209,0325-XBFAC,sim,masculino,0,nao,nao,8.0,sim,nao,fibra otica,nao,nao,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,94.7,740.3
210,0326-VDYXE,nao,feminino,0,sim,nao,70.0,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,um ano,sim,cheque eletronico,97.65,6982.5
211,0327-WFZSY,nao,masculino,0,sim,sim,39.0,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,um ano,nao,cheque eletronico,100.0,3835.55
212,0328-GRPMV,sim,feminino,0,nao,nao,1.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,70.1,70.1
213,0329-GTIAJ,sim,feminino,0,nao,nao,3.0,sim,nao,fibra otica,nao,sim,nao,sim,sim,sim,mes a mes,sim,cheque eletronico,97.9,315.3
214,0330-BGYZE,nao,masculino,0,sim,nao,60.0,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,um ano,nao,transferencia bancaria (automatica),102.5,6157.6
215,0330-IVZHA,sim,feminino,0,sim,nao,5.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,69.95,330.15
216,0334-GDDSO,sim,masculino,1,nao,nao,3.0,sim,sim,fibra otica,nao,sim,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,81.35,233.7
217,0334-ZFJSR,nao,feminino,0,sim,nao,55.0,sim,sim,DSL,sim,sim,nao,sim,nao,nao,um ano,sim,cartao de credito (automatico),66.05,3462.1
218,0336-KXKFK,nao,masculino,0,nao,nao,72.0,nao,sem servico de telefone,DSL,sim,nao,sim,sim,sim,sim,dois anos,sim,cartao de credito (automatico),61.2,4390.25
219,0336-PIKEI,nao,masculino,1,sim,nao,72.0,sim,nao,DSL,sim,sim,sim,sim,sim,nao,dois anos,nao,transferencia bancaria (automatica),74.4,5360.75
220,0337-CNPZE,sim,feminino,0,nao,nao,41.0,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,106.3,4443.45
221,0343-QLUZP,nao,masculino,0,nao,nao,60.0,nao,sem servico de telefone,DSL,sim,sim,sim,nao,nao,nao,dois anos,nao,transferencia bancaria (automatica),39.6,2424.5
222,0345-HKJVM,sim,feminino,0,nao,nao,6.0,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,nao,cheque eletronico,89.3,577.6
223,0345-XMMUG,nao,feminino,0,sim,nao,46.0,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,dois anos,sim,cartao de credito (automatico),108.9,4854.3
224,0347-UBKUZ,nao,feminino,0,nao,nao,15.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,19.9,320.45
225,0348-SDKOL,sim,feminino,0,sim,nao,58.0,sim,sim,fibra otica,nao,nao,sim,sim,sim,sim,mes a mes,sim,cartao de credito (automatico),102.1,5885.4
226,0354-VXMJC,nao,masculino,0,sim,sim,23.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),19.6,426.65
227,0354-WYROK,sim,feminino,1,sim,sim,31.0,sim,nao,fibra otica,nao,nao,sim,sim,sim,sim,mes a mes,sim,cheque eletronico,98.9,2911.3
228,0356-ERHVT,nao,masculino,0,sim,nao,11.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,sim,transferencia bancaria (automatica),45.9,521.9
229,0356-OBMAC,nao,feminino,1,nao,nao,56.0,sim,sim,fibra otica,nao,sim,sim,sim,sim,nao,dois anos,sim,transferencia bancaria (automatica),99.9,5706.3
230,0357-NVCRI,nao,feminino,0,nao,sim,25.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cartao de credito (automatico),20.05,471.7
231,0361-HJRDX,nao,feminino,0,nao,nao,68.0,nao,sem servico de telefone,DSL,sim,sim,sim,sim,sim,sim,dois anos,nao,cartao de credito (automatico),64.35,4539.6
232,0362-RAOQO,nao,feminino,0,nao,nao,40.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),19.65,830.25
233,0362-ZBZWJ,sim,masculino,0,nao,nao,36.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,sim,mes a mes,sim,cheque eletronico,84.9,3067.2
234,0363-QJVFX,sim,masculino,0,nao,nao,32.0,sim,sim,fibra otica,sim,sim,nao,sim,sim,sim,mes a mes,sim,cartao de credito (automatico),108.15,3432.9
235,0363-SVHYR,nao,masculino,0,sim,sim,71.0,sim,sim,DSL,sim,sim,sim,sim,sim,sim,dois anos,nao,transferencia bancaria (automatica),86.85,6263.8
236,0365-BZUWY,nao,masculino,0,sim,nao,17.0,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,mes a mes,sim,cheque eletronico,102.55,1742.5
237,0365-GXEZS,nao,masculino,0,sim,nao,18.0,sim,nao,fibra otica,nao,nao,sim,sim,nao,nao,mes a mes,nao,cheque eletronico,78.2,1468.75
238,0365-TRTPY,nao,feminino,0,nao,nao,37.0,sim,sim,fibra otica,sim,sim,sim,nao,nao,nao,mes a mes,nao,transferencia bancaria (automatica),91.2,3382.3
239,0366-NQSHS,nao,masculino,0,nao,nao,2.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,19.35,46.35
240,0369-ZGOVK,nao,feminino,0,sim,sim,28.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,um ano,sim,transferencia bancaria (automatica),70.4,1992.2
241,0373-AIVNJ,nao,masculino,0,nao,nao,9.0,nao,sem servico de telefone,DSL,sim,sim,sim,nao,nao,nao,um ano,nao,cheque pelo correio,39.55,373.0
242,0374-AACSZ,nao,feminino,0,nao,nao,1.0,sim,nao,DSL,sim,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,50.15,50.15
243,0374-FIUCA,nao,masculino,0,sim,nao,65.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,sim,cartao de credito (automatico),20.4,1414.45
244,0374-IOEGQ,nao,feminino,0,nao,nao,3.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque eletronico,44.6,122.7
245,0375-HVGXO,sim,feminino,0,nao,nao,1.0,nao,sem servico de telefone,DSL,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,34.7,34.7
246,0376-OIWME,nao,masculino,0,sim,nao,36.0,sim,nao,fibra otica,sim,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,93.6,3366.05
247,0376-YMCJC,sim,masculino,0,nao,nao,23.0,sim,sim,fibra otica,nao,nao,nao,sim,sim,nao,mes a mes,sim,cheque eletronico,90.6,1943.2
248,0377-JBKKT,nao,masculino,0,sim,sim,22.0,sim,nao,DSL,sim,sim,nao,sim,nao,nao,mes a mes,sim,cheque pelo correio,57.95,1271.8
249,0378-CJKPV,nao,feminino,0,sim,nao,72.0,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,dois anos,nao,cartao de credito (automatico),112.1,7965.95
250,0378-NHQXU,sim,feminino,0,sim,sim,17.0,sim,sim,fibra otica,nao,nao,sim,nao,sim,nao,mes a mes,nao,cheque eletronico,88.25,1460.65
251,0378-TOVMS,sim,feminino,0,nao,nao,3.0,sim,nao,fibra otica,nao,nao,nao,sim,nao,sim,mes a mes,nao,cheque eletronico,85.8,272.2
252,0378-XSZPU,sim,masculino,0,sim,nao,58.0,sim,nao,DSL,sim,sim,sim,nao,nao,nao,um ano,nao,cartao de credito (automatico),60.3,3563.8
253,0379-DJQHR,nao,masculino,0,sim,sim,67.0,sim,nao,DSL,sim,sim,sim,nao,sim,sim,dois anos,nao,cartao de credito (automatico),81.35,5398.6
254,0380-NEAVX,nao,masculino,1,nao,nao,34.0,sim,nao,fibra otica,nao,sim,sim,nao,sim,sim,um ano,sim,cheque eletronico,99.85,3343.15
255,0380-ZCSBI,nao,masculino,0,nao,nao,10.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cartao de credito (automatico),20.0,198.7
256,0383-CLDDA,nao,feminino,0,nao,nao,69.0,sim,sim,DSL,sim,nao,sim,sim,sim,sim,dois anos,sim,cartao de credito (automatico),85.35,5897.4
257,0384-LPITE,nao,masculino,0,nao,nao,40.0,nao,sem servico de telefone,DSL,sim,sim,sim,nao,sim,sim,um ano,nao,cartao de credito (automatico),62.05,2511.55
258,0384-RVBPI,nao,masculino,0,nao,nao,20.0,sim,nao,DSL,sim,nao,sim,nao,nao,sim,mes a mes,nao,cartao de credito (automatico),64.4,1398.6
259,0386-CWRGM,nao,feminino,0,sim,sim,46.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cheque pelo correio,19.4,967.85
260,0388-EOPEX,sim,feminino,0,sim,nao,2.0,sim,nao,fibra otica,sim,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,74.4,139.4
261,0390-DCFDQ,sim,feminino,1,sim,nao,1.0,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque pelo correio,70.45,70.45
262,0392-BZIUW,nao,feminino,0,sim,nao,72.0,sim,sim,fibra otica,sim,nao,sim,nao,sim,sim,dois anos,sim,cartao de credito (automatico),105.0,7589.8
263,0394-YONDK,nao,masculino,0,sim,sim,70.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),25.15,1790.15
264,0396-HUJBP,nao,feminino,0,nao,nao,2.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,mes a mes,nao,cheque pelo correio,19.3,44.4
265,0396-UKGAI,nao,masculino,0,nao,sim,23.0,sim,nao,DSL,nao,sim,nao,sim,nao,nao,mes a mes,sim,transferencia bancaria (automatica),55.3,1284.2
266,0396-YCHWO,nao,masculino,0,sim,nao,36.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,cheque eletronico,95.4,3474.2
267,0397-GZBBC,sim,masculino,1,sim,nao,59.0,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mes a mes,sim,transferencia bancaria (automatica),93.85,5574.75
268,0397-ZXWQF,nao,masculino,0,nao,nao,67.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),20.5,1430.95
269,0401-WDBXM,nao,masculino,0,sim,sim,72.0,sim,sim,fibra otica,sim,nao,sim,nao,sim,sim,dois anos,sim,transferencia bancaria (automatica),105.55,7542.25
270,0402-CQAJN,sim,feminino,0,nao,nao,37.0,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,mes a mes,sim,transferencia bancaria (automatica),101.9,3545.35
271,0402-OAMEN,nao,feminino,0,sim,sim,72.0,sim,sim,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,transferencia bancaria (automatica),24.45,1709.1
272,0404-AHASP,nao,masculino,0,sim,nao,72.0,sim,nao,nao,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,sem servico de internet,dois anos,nao,cartao de credito (automatico),19.7,1421.9
273,0404-SWRVG,sim,masculino,0,nao,nao,3.0,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mes a mes,sim,cheque eletronico,74.4,229.55
274,0406-BPDVR,sim,feminino,1,sim,nao,54.0,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,um ano,sim,cartao de credito (automatico),101.5,5373.1
275,0407-BDJKB,sim,masculino,0,sim,nao,60.0,sim,sim,fibra otica,nao,sim,sim,nao,sim,nao,mes a mes,sim,cheque eletronico,95.75,5742.9
276,0409-WTMPL,nao,feminino,0,sim,nao,58.0,sim,sim,fibra otica,sim,sim,sim,nao,sim,sim,um ano,sim,cartao de credito (automatico),110.65,6526.65
277,0410-IPFTY,nao,feminino,0,sim,nao,31.0,sim,nao,fibra otica,nao,sim,nao,nao,nao,sim,mes a mes,sim,transferencia bancaria (automatica),83.85,2674.15
278,0411-EZJZE,nao,feminino,0,nao,nao,3.0,sim,sim,DSL,nao,nao,nao,nao,sim,nao,mes a mes,sim,cheque eletronico,60.25,170.5
279,0412-UCCNP,nao,masculino,0,nao,nao,55.0,sim,nao,DSL,sim,nao,sim,sim,nao,nao,dois anos,sim,cheque eletronico,59.2,3175.85
280,0415-MOSGF,sim,feminino,0,nao,nao,1.0,sim,nao,DSL,nao,nao,nao,nao,nao,nao,mes a mes,nao,cheque pelo correio,44.4,44.4
